"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
"14176",554,"137","",3,"","",""
"14175",554,"136","",3,"","",""
"14174",554,"135","",3,"","",""
"14173",554,"134","",3,"","",""
"14172",554,"133","",3,"","",""
"14169",554,"130","",3,"","",""
"14168",554,"129","",3,"","",""
"14167",554,"128","",3,"","",""
"14166",554,"127","",3,"","",""
"14165",554,"126","",3,"","",""
"14164",554,"125","",3,"","",""
"14163",554,"124","",3,"","",""
"14162",554,"123","",3,"","",""
"14161",554,"122","",3,"","",""
"14160",554,"121","",3,"","",""
"14159",554,"120","",3,"","",""
"14158",554,"17","",0,"","",""
"14157",554,"11","",0,"","",""
"14156",554,"10","",0,"","",""
"14155",554,"10","",0,"","",""
"14154",554,"9","",0,"","",""
"14153",554,"8","",0,"","",""
"14152",554,"7","",0,"","",""
"14151",554,"6","",0,"","",""
"14150",554,"5","",0,"","",""
"14149",554,"4","",0,"","",""
"14148",554,"3","",0,"","",""
"14147",554,"2","",0,"","",""
"14146",554,"1","",0,"","",""
"53917",216,"207","",3,"009640","",""
"53422",326,"10E","",3,"312783","ffffff",""
"49430",326,"5S","",0,"","",""
"49429",326,"5","",0,"009db1","",""
"36865",326,"27E","",3,"ef7d00","",""
"35864",216,"218","",3,"009640","",""
"35863",216,"216","",3,"005ca9","ffffff",""
"35862",216,"215","",3,"009fe3","ffffff",""
"35861",216,"214","",3,"951b81","ffffff",""
"35860",216,"213","",3,"e30613","ffffff",""
"35859",216,"212","",3,"ef7d00","ffffff",""
"35858",216,"208","",3,"a69dcd","",""
"35857",216,"206","",3,"005ca9","ffffff",""
"35856",216,"205","",3,"009fe3","ffffff",""
"35855",216,"204","",3,"951b81","ffffff",""
"35854",216,"203","",3,"e30613","ffffff",""
"35853",216,"202","",3,"ef7d00","ffffff",""
"35852",216,"201","",3,"ffcc00","",""
"35761",326,"1","",0,"27A34B","ffffff",""
"35760",326,"2","",0,"005ca9","ffffff",""
"35759",326,"3","",0,"ffffff","009fe3",""
"35758",326,"4","",0,"e30613","ffffff",""
"35757",326,"6","",0,"ffcc00","000000",""
"35756",326,"8","",0,"ffffff","95c11f",""
"35755",326,"10","",0,"312783","FFFFFF",""
"35754",326,"1E","",0,"009640","ffffff",""
"35753",326,"2E","",0,"005ca9","ffffff",""
"35752",326,"6E","",0,"ffcc00","",""
"35751",326,"1E","",0,"009640","ffffff",""
"35750",326,"E","",0,"","",""
"35749",326,"E","",0,"","",""
"35748",326,"6E","",0,"ffcc00","",""
"35747",326,"N1","",0,"009640","ffffff",""
"35746",326,"N4","",0,"e30613","ffffff",""
"35745",326,"N10","",0,"009fe3","ffffff",""
"35744",326,"1E","",0,"009640","ffffff",""
"35743",326,"2E","",0,"005ca9","ffffff",""
"35741",326,"4E","",0,"e30613","ffffff",""
"35738",326,"10E","",0,"312783","ffffff",""
"35737",326,"1S","",0,"009640","ffffff",""
"35734",326,"21","",3,"009fe3","ffffff",""
"35733",326,"22","",3,"a69dcd","ffffff",""
"35732",326,"24","",3,"951b81","ffffff",""
"35731",326,"25","",3,"009640","ffffff",""
"35730",326,"26","",3,"e30613","ffffff",""
"35729",326,"27","",3,"ef7d00","ffffff",""
"35728",326,"28","",3,"ffcc00","",""
"35727",326,"29","",3,"95c11f","ffffff",""
"35726",326,"31","",3,"95c11f","ffffff",""
"35725",326,"33","",3,"ffcc00","",""
"35723",326,"37","",3,"951b81","ffffff",""
"35722",326,"38","",3,"ffcc00","",""
"35721",326,"39","",3,"ffcc00","",""
"35720",326,"40","",3,"e30613","ffffff",""
"35719",326,"41","",3,"e30613","ffffff",""
"35718",326,"42","",3,"ffcc00","",""
"35717",326,"44","",3,"ef7d00","ffffff",""
"35715",326,"52","",3,"95c11f","ffffff",""
"35713",326,"55","",3,"ffcc00","",""
"35712",326,"57","",3,"ef7d00","",""
"35711",326,"58","",3,"ef7d00","",""
"35710",326,"61","",3,"009fe3","ffffff",""
"35709",326,"62","",3,"009640","ffffff",""
"35708",326,"63","",3,"312783","ffffff",""
"35705",326,"80","",3,"95c11f","",""
"35701",326,"90","",3,"312783","ffffff",""
"35700",326,"91","",3,"009fe3","",""
"35699",326,"92","",3,"009fe3","",""
"35698",326,"93","",3,"ffcc00","",""
"35697",326,"94","",3,"e30613","ffffff",""
"35696",326,"95","",3,"ef7d00","",""
"35695",326,"96","",3,"951b81","ffffff",""
"35693",326,"98","",3,"009640","",""
"35691",326,"E","",3,"312783","ffffff",""
"35688",326,"N3","",3,"e6007e","ffffff",""
"35687",326,"N5","",3,"ef7d00","",""
"35686",326,"N6","",3,"009fe3","ffffff",""
"35685",326,"N7","",3,"95c11f","",""
"35684",326,"N9","",3,"ffcc00","",""
"35683",326,"41S","",3,"e30613","ffffff",""
"35680",326,"21E","",3,"009fe3","ffffff",""
"35679",326,"22E","",3,"a69dcd","ffffff",""
"35678",326,"24E","",3,"951b81","ffffff",""
"35677",326,"33E","",3,"ffcc00","",""
"35675",326,"37E","",3,"951b81","ffffff",""
"35674",326,"41E","",3,"e30613","ffffff",""
"35673",326,"90E","",3,"312783","ffffff",""
"72747",231,"E","",0,"","",""
"72599",1990,"800","",3,"","",""
"72598",549,"145","",3,"","",""
"72024",549,"193","",3,"","",""
"72023",549,"128","",3,"","",""
"72022",549,"127","",3,"","",""
"72021",549,"104","",3,"","",""
"71883",231,"5","",0,"","",""
"71882",231,"3","",0,"","",""
"69858",231,"429","",3,"","",""
"67653",547,"510","",3,"","",""
"61867",548,"809","",3,"","",""
"61557",547,"518","",3,"","",""
"60988",551,"734","",3,"","",""
"59207",231,"421","",3,"","",""
"58452",549,"175","",3,"","",""
"57210",1990,"860","",3,"","",""
"57208",1990,"852","",3,"","",""
"57206",1990,"832","",3,"","",""
"57202",546,"394","",3,"","",""
"55825",546,"399","",3,"","",""
"55824",550,"227","",3,"","",""
"55823",550,"226","",3,"","",""
"55821",550,"224","",3,"","",""
"55820",550,"223","",3,"","",""
"55819",550,"222","",3,"","",""
"55818",550,"221","",3,"","",""
"55361",1990,"850","",3,"","",""
"55358",1990,"655","",3,"","",""
"55357",1990,"655","",3,"","",""
"54402",231,"E","",3,"","",""
"52937",551,"748","",3,"","",""
"52935",551,"731 H","",3,"","",""
"52934",551,"731 H","",3,"","",""
"52202",551,"745","",3,"","",""
"52131",231,"10","",0,"","",""
"52128",231,"430","",3,"","",""
"52044",551,"747","",3,"","",""
"52043",551,"746","",3,"","",""
"52042",551,"732","",3,"","",""
"51906",1990,"836","",3,"","",""
"49783",1990,"861","",3,"","",""
"49781",1990,"860","",3,"","",""
"49779",1990,"852","",3,"","",""
"49778",1990,"851","",3,"","",""
"49777",1990,"851","",3,"","",""
"49775",1990,"841","",3,"","",""
"49774",1990,"840","",3,"","",""
"49773",1990,"840","",3,"","",""
"49771",1990,"834","",3,"","",""
"49769",1990,"833","",3,"","",""
"49768",1990,"832","",3,"","",""
"49766",1990,"831","",3,"","",""
"49765",1990,"830","",3,"","",""
"49763",1990,"822","",3,"","",""
"49761",1990,"821","",3,"","",""
"49759",1990,"810","",3,"","",""
"49758",1990,"650","",3,"","",""
"49757",1990,"650","",3,"","",""
"49158",551,"740","",3,"","",""
"48697",1935,"531","",3,"","",""
"48695",1935,"508","",3,"","",""
"48689",1935,"502","",3,"","",""
"48687",1935,"500","",3,"","",""
"48588",549,"BB41","",3,"","",""
"48587",549,"BB40","",3,"","",""
"47852",231,"435","",3,"","",""
"47226",1750,"757","",3,"","",""
"47223",1750,"750","",3,"","",""
"44902",550,"269","",3,"","",""
"44901",550,"268","",3,"","",""
"44900",550,"267","",3,"","",""
"44899",550,"266","",3,"","",""
"44898",550,"265","",3,"","",""
"44897",550,"264","",3,"","",""
"44896",550,"263","",3,"","",""
"44895",550,"262","",3,"","",""
"44894",550,"261","",3,"","",""
"44893",550,"231","",3,"","",""
"44892",550,"230","",3,"","",""
"44891",550,"218","",3,"","",""
"44890",550,"216","",3,"","",""
"44889",550,"215","",3,"","",""
"44888",550,"213","",3,"","",""
"44887",550,"212","",3,"","",""
"44886",550,"211","",3,"","",""
"44885",550,"204","",3,"","",""
"44884",550,"203","",3,"","",""
"44882",550,"201","",3,"","",""
"44647",1750,"756","",3,"","",""
"44646",1750,"755","",3,"","",""
"44644",1750,"754","",3,"","",""
"44642",1750,"753","",3,"","",""
"44640",1750,"752","",3,"","",""
"44638",1750,"751","",3,"","",""
"44636",1750,"335","",3,"","",""
"44635",1750,"165","",3,"","",""
"44634",1750,"163","",3,"","",""
"44632",1750,"162","",3,"","",""
"44631",1750,"161","",3,"","",""
"44630",1750,"160","",3,"","",""
"44629",1750,"153","",3,"","",""
"44628",1750,"151","",3,"","",""
"34887",231,"482","",3,"","",""
"33597",231,"426","",3,"","",""
"32730",231,"5","",0,"","",""
"32729",231,"3","",0,"","",""
"32728",231,"1","",0,"","",""
"32727",231,"419","",3,"","",""
"32635",546,"626","",3,"","",""
"32628",546,"360","",3,"","",""
"32617",231,"566","",3,"","",""
"32616",231,"429","",3,"","",""
"32595",546,"603","",3,"","",""
"31730",231,"427","",3,"","",""
"31729",231,"412","",3,"","",""
"31728",231,"416","",3,"","",""
"31727",231,"413","",3,"","",""
"31393",231,"436","",3,"","",""
"31093",231,"455","",3,"","",""
"31092",231,"454","",3,"","",""
"31091",231,"434","",3,"","",""
"31090",231,"431","",3,"","",""
"31089",231,"424","",3,"","",""
"31087",231,"414","",3,"","",""
"29609",231,"560","",3,"","",""
"28672",546,"602","",3,"","",""
"27796",549,"150","",3,"","",""
"24793",547,"522","",3,"","",""
"24792",547,"521","",3,"","",""
"24425",549,"186","",3,"","",""
"24424",549,"180","",3,"","",""
"24423",549,"148","",3,"","",""
"24422",549,"139","",3,"","",""
"24421",549,"138","",3,"","",""
"24389",547,"525","",3,"","",""
"24388",547,"524","",3,"","",""
"24387",547,"516","",3,"","",""
"24386",547,"515","",3,"","",""
"24384",547,"513","",3,"","",""
"24382",547,"511","",3,"","",""
"24289",231,"2","",0,"","",""
"24286",231,"411","",3,"","",""
"24158",231,"4","",0,"","",""
"24151",546,"613","",3,"","",""
"23554",549,"147","",3,"","",""
"23553",549,"146","",3,"","",""
"23552",549,"144","",3,"","",""
"23551",549,"143","",3,"","",""
"23550",549,"142","",3,"","",""
"23549",549,"141","",3,"","",""
"23548",549,"140","",3,"","",""
"23547",549,"129","",3,"","",""
"23546",549,"126","",3,"","",""
"23510",549,"125","",3,"","",""
"23509",549,"124","",3,"","",""
"23508",549,"123","",3,"","",""
"23507",549,"121","",3,"","",""
"23506",549,"120","",3,"","",""
"22086",551,"730","",3,"","",""
"18693",546,"615","",3,"","",""
"18569",231,"E","",0,"","",""
"17992",549,"174","",3,"","",""
"17991",549,"107","",3,"","",""
"17969",549,"185","",3,"","",""
"17968",549,"184","",3,"","",""
"17850",546,"372","",3,"","",""
"17848",546,"371","",3,"","",""
"17846",546,"370","",3,"","",""
"17743",231,"465","",3,"","",""
"17422",549,"196","",3,"","",""
"16756",548,"805","",3,"","",""
"15949",549,"114","",3,"","",""
"15852",549,"113","",3,"","",""
"14809",231,"481","",3,"","",""
"14806",231,"464","",3,"","",""
"14804",231,"461","",3,"","",""
"14800",231,"450","",3,"","",""
"14799",231,"445","",3,"","",""
"14794",231,"437","",3,"","",""
"14790",231,"433","",3,"","",""
"14785",231,"422","",3,"","",""
"14783",231,"420","",3,"","",""
"14781",231,"418","",3,"","",""
"14780",231,"417","",3,"","",""
"14764",546,"875","",3,"","",""
"14763",546,"874","",3,"","",""
"14762",546,"873","",3,"","",""
"14761",546,"871","",3,"","",""
"14757",546,"820","",3,"","",""
"14753",546,"797","",3,"","",""
"14752",546,"796","",3,"","",""
"14751",546,"795","",3,"","",""
"14750",546,"794","",3,"","",""
"14749",546,"793","",3,"","",""
"14748",546,"792","",3,"","",""
"14747",546,"791","",3,"","",""
"14746",546,"790","",3,"","",""
"14745",546,"710","",3,"","",""
"14744",546,"640","",3,"","",""
"14742",546,"630","",3,"","",""
"14741",546,"628","",3,"","",""
"14740",546,"627","",3,"","",""
"14739",546,"626","",3,"","",""
"14738",546,"621","",3,"","",""
"14737",546,"620","",3,"","",""
"14736",546,"619","",3,"","",""
"14735",546,"618","",3,"","",""
"14734",546,"616","",3,"","",""
"14733",546,"612","",3,"","",""
"14732",546,"611","",3,"","",""
"14731",546,"610","",3,"","",""
"14730",546,"609","",3,"","",""
"14729",546,"608","",3,"","",""
"14728",546,"607","",3,"","",""
"14727",546,"606","",3,"","",""
"14726",546,"604","",3,"","",""
"14724",546,"601","",3,"","",""
"14722",546,"398","",3,"","",""
"14721",546,"397","",3,"","",""
"14720",546,"396","",3,"","",""
"14719",546,"395","",3,"","",""
"14717",546,"393","",3,"","",""
"14716",546,"392","",3,"","",""
"14715",546,"391","",3,"","",""
"14714",546,"390","",3,"","",""
"14711",546,"387","",3,"","",""
"14710",546,"386","",3,"","",""
"14709",546,"385","",3,"","",""
"14708",546,"384","",3,"","",""
"14707",546,"383","",3,"","",""
"14706",546,"382","",3,"","",""
"14705",546,"381","",3,"","",""
"14704",546,"380","",3,"","",""
"14675",548,"806","",3,"","",""
"14674",548,"804","",3,"","",""
"14673",548,"803","",3,"","",""
"14672",548,"802","",3,"","",""
"14671",548,"801","",3,"","",""
"14670",549,"197","",3,"","",""
"14669",549,"195","",3,"","",""
"14668",549,"194","",3,"","",""
"14667",549,"193","",3,"","",""
"14666",549,"192","",3,"","",""
"14665",549,"191","",3,"","",""
"14664",549,"183","",3,"","",""
"14661",549,"173","",3,"","",""
"14660",549,"172","",3,"","",""
"14659",549,"171","",3,"","",""
"14658",549,"170","",3,"","",""
"14657",549,"164","",3,"","",""
"14652",549,"159","",3,"","",""
"14651",549,"158","",3,"","",""
"14650",549,"157","",3,"","",""
"14649",549,"156","",3,"","",""
"14648",549,"155","",3,"","",""
"14647",549,"154","",3,"","",""
"14645",549,"152","",3,"","",""
"14643",549,"145","",3,"","",""
"14638",549,"137","",3,"","",""
"14637",549,"136","",3,"","",""
"14636",549,"135","",3,"","",""
"14635",549,"134","",3,"","",""
"14634",549,"133","",3,"","",""
"14633",549,"132","",3,"","",""
"14632",549,"131","",3,"","",""
"14630",549,"128","",3,"","",""
"14629",549,"127","",3,"","",""
"14624",549,"122","",3,"","",""
"14621",549,"112","",3,"","",""
"14620",549,"111","",3,"","",""
"14619",549,"106","",3,"","",""
"14618",549,"105","",3,"","",""
"14617",549,"104","",3,"","",""
"14616",549,"103","",3,"","",""
"14615",549,"102","",3,"","",""
"14614",549,"101","",3,"","",""
"14613",549,"100","",3,"","",""
"14602",551,"744","",3,"","",""
"14601",551,"743","",3,"","",""
"14600",551,"742 H","",3,"","",""
"14599",551,"741","",3,"","",""
"14598",551,"739","",3,"","",""
"14597",551,"733","",3,"","",""
"51788",124,"835","",3,"","",""
"51622",124,"3813","",3,"","",""
"51621",124,"868","",3,"","",""
"51620",124,"867","",3,"","",""
"51619",124,"866","",3,"","",""
"51618",124,"865","",3,"","",""
"51617",124,"864","",3,"","",""
"51616",124,"863","",3,"","",""
"51615",124,"862","",3,"","",""
"51614",124,"861","",3,"","",""
"51613",124,"849","",3,"","",""
"51612",124,"848","",3,"","",""
"51611",124,"847","",3,"","",""
"51610",124,"846","",3,"","",""
"51609",124,"845","",3,"","",""
"51608",124,"843","",3,"","",""
"51607",124,"842","",3,"","",""
"51606",124,"841","",3,"","",""
"51605",124,"838","",3,"","",""
"51604",124,"837","",3,"","",""
"51603",124,"836","",3,"","",""
"51602",124,"834","",3,"","",""
"51601",124,"832","",3,"","",""
"51600",124,"831","",3,"","",""
"51599",124,"828","",3,"","",""
"51598",124,"827","",3,"","",""
"51597",124,"826","",3,"","",""
"51596",124,"825","",3,"","",""
"51595",124,"824","",3,"","",""
"51594",124,"823","",3,"","",""
"51593",124,"822","",3,"","",""
"51592",124,"821","",3,"","",""
"51591",124,"818","",3,"","",""
"51590",124,"817","",3,"","",""
"51589",124,"816","",3,"","",""
"51588",124,"815","",3,"","",""
"51587",124,"814","",3,"","",""
"51586",124,"812","",3,"","",""
"51585",124,"811","",3,"","",""
"51584",124,"810","",3,"","",""
"51583",124,"800","",3,"","",""
"51582",124,"670","",3,"","",""
"51581",124,"668","",3,"","",""
"51580",124,"640","",3,"","",""
"51579",124,"636","",3,"","",""
"51578",124,"633","",3,"","",""
"51577",124,"632","",3,"","",""
"51576",124,"630","",3,"","",""
"51575",124,"620","",3,"","",""
"51574",124,"619","",3,"","",""
"51573",124,"618","",3,"","",""
"51572",124,"617","",3,"","",""
"51571",124,"616","",3,"","",""
"51570",124,"615","",3,"","",""
"51569",124,"614","",3,"","",""
"51568",124,"613","",3,"","",""
"51567",124,"612","",3,"","",""
"51566",124,"611","",3,"","",""
"51565",124,"610","",3,"","",""
"51564",124,"608","",3,"","",""
"23932",124,"3860","",3,"","",""
"62297",271,"B72","",3,"","",""
"62296",271,"B71","",3,"","",""
"55712",271,"B16","",3,"","",""
"53686",271,"R27","",3,"","",""
"51799",271,"96","",3,"","",""
"48427",271,"R44","",3,"","",""
"46248",271,"B54","",3,"","",""
"46247",271,"B52","",3,"","",""
"46245",271,"95","",3,"","",""
"46244",271,"94","",3,"","",""
"46243",271,"93","",3,"","",""
"46242",271,"92","",3,"","",""
"46241",271,"91","",3,"","",""
"46240",271,"72","",3,"","",""
"46239",271,"71","",3,"","",""
"46238",271,"63","",3,"","",""
"46237",271,"62","",3,"","",""
"46236",271,"61","",3,"","",""
"46235",271,"54","",3,"","",""
"46234",271,"53","",3,"","",""
"46233",271,"51","",3,"","",""
"46232",271,"50","",3,"","",""
"46231",271,"45","",3,"","",""
"46230",271,"44","",3,"","",""
"46229",271,"43","",3,"","",""
"46228",271,"40","",3,"","",""
"46227",271,"38","",3,"","",""
"46226",271,"37","",3,"","",""
"46225",271,"35","",3,"","",""
"46224",271,"34","",3,"","",""
"46223",271,"30","",3,"","",""
"46222",271,"28","",3,"","",""
"46221",271,"27","",3,"","",""
"46220",271,"25","",3,"","",""
"46219",271,"24","",3,"","",""
"46218",271,"23","",3,"","",""
"46217",271,"22","",3,"","",""
"46216",271,"21","",3,"","",""
"46215",271,"20","",3,"","",""
"46214",271,"18","",3,"","",""
"46213",271,"17","",3,"","",""
"46212",271,"15","",3,"","",""
"46211",271,"10","",3,"","",""
"46209",271,"6","",3,"","",""
"16770",271,"5","",3,"","",""
"16769",271,"4","",3,"","",""
"16768",271,"3","",3,"","",""
"16767",271,"2","",3,"","",""
"16766",271,"1","",3,"","",""
"72013",148,"75","",3,"","",""
"72012",148,"74","",3,"","",""
"72011",148,"73","",3,"","",""
"72010",148,"72","",3,"","",""
"72009",148,"70","",3,"","",""
"72008",148,"65","",3,"","",""
"72007",148,"64","",3,"","",""
"72006",148,"63","",3,"","",""
"72005",148,"62","",3,"","",""
"72004",148,"60","",3,"","",""
"72003",148,"56","",3,"","",""
"72002",148,"55","",3,"","",""
"72001",148,"53","",3,"","",""
"72000",148,"52","",3,"","",""
"71999",148,"51","",3,"","",""
"71998",148,"50","",3,"","",""
"71997",148,"42","",3,"","",""
"71996",148,"40","",3,"","",""
"71995",148,"19","",3,"","",""
"71994",148,"16","",3,"","",""
"71993",148,"15","",3,"","",""
"71992",148,"10","",3,"","",""
"71925",148,"18","",3,"","",""
"71924",148,"17","",3,"","",""
"71792",154,"760","",3,"","",""
"71791",154,"726","",3,"","",""
"71790",154,"704","",3,"","",""
"71127",154,"152","",3,"","",""
"66897",1195,"63S","",3,"","",""
"62982",121,"N26","",3,"","",""
"62104",2190,"672","",3,"","",""
"62103",2190,"671","",3,"","",""
"62102",2190,"670","",3,"","",""
"62101",2190,"650","",3,"","",""
"62100",2190,"623","",3,"","",""
"62099",2190,"622","",3,"","",""
"60075",2190,"606","",3,"","",""
"59094",121,"291","",3,"","",""
"57597",1195,"291","",3,"","",""
"57068",148,"36","",3,"","",""
"57067",148,"35","",3,"","",""
"55807",121,"235","",3,"","",""
"55806",121,"234","",3,"","",""
"55805",121,"233","",3,"","",""
"55804",121,"232","",3,"","",""
"55803",121,"231","",3,"","",""
"55802",121,"230","",3,"","",""
"55613",2190,"953","",3,"","",""
"55612",2190,"952","",3,"","",""
"55608",2190,"929","",3,"","",""
"55607",2190,"951","",3,"","",""
"55606",2190,"940","",3,"","",""
"55605",2190,"954","",3,"","",""
"55604",2190,"950","",3,"","",""
"55603",2190,"696","",3,"","",""
"55602",2190,"600","",3,"","",""
"55337",121,"283","",3,"","",""
"55332",121,"281","",3,"","",""
"54977",2190,"927","",3,"","",""
"54957",2190,"970","",3,"","",""
"54956",2190,"939","",3,"","",""
"54955",2190,"938","",3,"","",""
"54954",2190,"931","",3,"","",""
"54949",2190,"694","",3,"","",""
"54948",2190,"692","",3,"","",""
"54947",2190,"691","",3,"","",""
"54946",2190,"690","",3,"","",""
"54945",2190,"693","",3,"","",""
"54943",2190,"641","",3,"","",""
"54942",2190,"640","",3,"","",""
"54936",2190,"613","",3,"","",""
"54935",2190,"612","",3,"","",""
"54934",2190,"611","",3,"","",""
"54933",2190,"610","",3,"","",""
"54932",2190,"609","",3,"","",""
"54931",2190,"604","",3,"","",""
"54930",2190,"603","",3,"","",""
"54929",2190,"602","",3,"","",""
"54928",2190,"601","",3,"","",""
"54927",2190,"916","",3,"","",""
"54926",2190,"913","",3,"","",""
"54925",2190,"911","",3,"","",""
"54921",2190,"632","",3,"","",""
"54920",2190,"631","",3,"","",""
"54916",2190,"965","",3,"","",""
"54915",2190,"695","",3,"","",""
"54910",2190,"664","",3,"","",""
"54909",2190,"663","",3,"","",""
"54908",2190,"662","",3,"","",""
"54907",2190,"661","",3,"","",""
"54905",2190,"621","",3,"","",""
"54904",2190,"620","",3,"","",""
"54873",219,"405","",3,"","",""
"54872",219,"400","",3,"","",""
"54777",1195,"150","",3,"","",""
"54745",219,"430","",3,"","",""
"54744",219,"426","",3,"","",""
"54743",219,"425","",3,"","",""
"54742",219,"422","",3,"","",""
"54741",219,"421","",3,"","",""
"54740",219,"419","",3,"","",""
"54739",219,"416","",3,"","",""
"54738",219,"415","",3,"","",""
"54737",219,"414","",3,"","",""
"54736",219,"411","",3,"","",""
"54735",219,"410","",3,"","",""
"54734",219,"409","",3,"","",""
"54733",219,"408","",3,"","",""
"54732",219,"407","",3,"","",""
"54731",219,"406","",3,"","",""
"54730",219,"404","",3,"","",""
"54729",219,"403","",3,"","",""
"54728",219,"402","",3,"","",""
"54727",219,"401","",3,"","",""
"53984",154,"556","",3,"","",""
"53404",1195,"340","",3,"","",""
"52480",1195,"BB1","",3,"","",""
"51713",1195,"1128","",3,"","",""
"51712",1195,"1126","",3,"","",""
"51669",1195,"172","",3,"","",""
"51668",1195,"171","",3,"","",""
"51667",1195,"170","",3,"","",""
"51666",1195,"169","",3,"","",""
"51665",1195,"168","",3,"","",""
"51664",1195,"167","",3,"","",""
"51663",1195,"162","",3,"","",""
"51662",1195,"161","",3,"","",""
"51661",1195,"159","",3,"","",""
"51660",1195,"146","",3,"","",""
"51659",1195,"145","",3,"","",""
"51658",1195,"144","",3,"","",""
"51657",1195,"142","",3,"","",""
"51656",1195,"141","",3,"","",""
"51655",1195,"140","",3,"","",""
"51654",1195,"137","",3,"","",""
"51653",1195,"131","",3,"","",""
"51652",1195,"129","",3,"","",""
"51651",1195,"125","",3,"","",""
"51650",1195,"158","",3,"","",""
"51649",1195,"138","",3,"","",""
"51648",1195,"136","",3,"","",""
"51647",1195,"135","",3,"","",""
"51646",1195,"134","",3,"","",""
"51645",1195,"133","",3,"","",""
"51644",1195,"132","",3,"","",""
"51643",1195,"128","",3,"","",""
"51642",1195,"127","",3,"","",""
"51641",1195,"126","",3,"","",""
"51640",1195,"123","",3,"","",""
"51639",1195,"122","",3,"","",""
"51638",1195,"288","",3,"","",""
"51636",1195,"186","",3,"","",""
"51635",1195,"185","",3,"","",""
"51634",1195,"184","",3,"","",""
"51633",1195,"183","",3,"","",""
"51632",1195,"182","",3,"","",""
"51631",1195,"181","",3,"","",""
"51630",1195,"117","",3,"","",""
"51629",1195,"116","",3,"","",""
"50992",121,"229","",3,"","",""
"50383",148,"34","",3,"","",""
"50382",148,"31","",3,"","",""
"50381",148,"30","",3,"","",""
"50380",148,"24","",3,"","",""
"50379",148,"23","",3,"","",""
"50378",148,"22","",3,"","",""
"50377",148,"21","",3,"","",""
"50224",1542,"905","",3,"","",""
"48178",1195,"284","",3,"","",""
"48177",1195,"282","",3,"","",""
"47190",121,"227","",3,"","",""
"47189",121,"226","",3,"","",""
"46917",148,"108","",3,"","",""
"46792",154,"725","",3,"","",""
"46670",1195,"228","",3,"","",""
"46669",1195,"194","",3,"","",""
"46668",1195,"163","",3,"","",""
"46667",1195,"157","",3,"","",""
"46666",1195,"121","",3,"","",""
"46665",1195,"120","",3,"","",""
"46664",1195,"119","",3,"","",""
"46663",1195,"118","",3,"","",""
"46662",1195,"114","",3,"","",""
"46574",148,"102","",3,"","",""
"46329",148,"179","",3,"","",""
"46328",148,"178","",3,"","",""
"46327",148,"177","",3,"","",""
"46326",148,"165","",3,"","",""
"46325",148,"164","",3,"","",""
"41134",1195,"109","",3,"","",""
"41133",1195,"106","",3,"","",""
"41132",1195,"104","",3,"","",""
"41131",1195,"102","",3,"","",""
"39291",1195,"N25","",3,"","",""
"39290",1195,"227","",3,"","",""
"39289",1195,"226","",3,"","",""
"39288",1195,"173","",3,"","",""
"39287",1195,"N12","",3,"","",""
"39286",1195,"115","",3,"","",""
"39285",1195,"113","",3,"","",""
"39283",1195,"107","",3,"","",""
"39281",1195,"105","",3,"","",""
"39279",1195,"103","",3,"","",""
"39277",1195,"101","",3,"","",""
"37553",1195,"287","",3,"","",""
"37552",1195,"278","",3,"","",""
"37551",1195,"266","",3,"","",""
"37550",1195,"264","",3,"","",""
"37549",1195,"261","",3,"","",""
"37548",1542,"917","",3,"","",""
"37547",1542,"907","",3,"","",""
"37546",1542,"906","",3,"","",""
"37545",1542,"904","",3,"","",""
"37544",1542,"903","",3,"","",""
"37385",1195,"289","",3,"","",""
"37383",1195,"286","",3,"","",""
"37382",1195,"285","",3,"","",""
"37381",1195,"280","",3,"","",""
"37380",1195,"279","",3,"","",""
"37378",1195,"277","",3,"","",""
"37377",1195,"276","",3,"","",""
"37376",1195,"275","",3,"","",""
"37375",1195,"274","",3,"","",""
"37374",1195,"273","",3,"","",""
"37373",1195,"272","",3,"","",""
"37372",1195,"271","",3,"","",""
"37371",1195,"270","",3,"","",""
"37370",1195,"269","",3,"","",""
"37369",1195,"268","",3,"","",""
"37368",1195,"267","",3,"","",""
"37366",1195,"265","",3,"","",""
"37364",1195,"263","",3,"","",""
"37363",1195,"262","",3,"","",""
"37361",1195,"260","",3,"","",""
"37242",148,"20","",3,"","",""
"36511",154,"550","",3,"","",""
"36510",154,"510","",3,"","",""
"36508",154,"500","",3,"","",""
"25810",154,"784","",3,"","",""
"25809",154,"783","",3,"","",""
"25808",154,"782","",3,"","",""
"25807",154,"781","",3,"","",""
"25806",154,"718","",3,"","",""
"25805",154,"717","",3,"","",""
"25804",154,"715","",3,"","",""
"25803",154,"714","",3,"","",""
"25802",154,"713","",3,"","",""
"25801",154,"712","",3,"","",""
"25800",154,"711","",3,"","",""
"25796",154,"701","",3,"","",""
"25606",148,"33","",3,"","",""
"25605",148,"32","",3,"","",""
"25603",148,"28","",3,"","",""
"25602",148,"27","",3,"","",""
"25601",148,"26","",3,"","",""
"25596",148,"154","",3,"","",""
"25452",148,"153","",3,"","",""
"25451",148,"152","",3,"","",""
"25450",148,"151","",3,"","",""
"25449",148,"150","",3,"","",""
"46916",176,"9","",3,"","",""
"46909",176,"8","",3,"","",""
"46908",176,"7","",3,"","",""
"46907",176,"6","",3,"","",""
